行政区,町名,丁目,番地,該当地域名１,該当地域名２,該当地域名３,該当地域会館名１,該当地域会館名２,該当地域会館名３,該当地域会館住所１,該当地域会館住所２,該当地域会館住所３,該当地域電話番号１,該当地域電話番号２,該当地域電話番号３,その他１
西区,千代崎,２丁目,１２番,九条東（くじょうひがし）,―,―,九条東会館,―,―,大阪市西区九条１－１１－１９,―,―,０６－４３９３－９１１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,１３番,千代崎（ちよざき）,九条東（くじょうひがし）,―,千代崎会館,九条東会館,―,大阪市西区千代崎２－１６－１５,大阪市西区九条１－１１－１９,―,０６－６５８３－０８１１,０６－４３９３－９１１１,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,千代崎,２丁目,１４番,千代崎（ちよざき）,九条東（くじょうひがし）,―,千代崎会館,九条東会館,―,大阪市西区千代崎２－１６－１５,大阪市西区九条１－１１－１９,―,０６－６５８３－０８１１,０６－４３９３－９１１１,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,千代崎,２丁目,１５番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,１６番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,１７番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,１８番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,１９番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,２０番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,２１番,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,２２番,千代崎（ちよざき）,九条南（くじょうみなみ）,―,千代崎会館,九条南会館,―,大阪市西区千代崎２－１６－１５,大阪市西区九条南２－３１－２,―,０６－６５８３－０８１１,０６－６５８２－０３０３,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,千代崎,２丁目,２３番,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,２４番,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,２丁目,２５番,九条南（くじょうみなみ）,―,―,九条南会館,―,―,大阪市西区九条南２－３１－２,―,―,０６－６５８２－０３０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,千代崎,３丁目,,千代崎（ちよざき）,―,―,千代崎会館,―,―,大阪市西区千代崎２－１６－１５,―,―,０６－６５８３－０８１１,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,土佐堀,１丁目,,西船場（にしせんば）,―,―,西船場会館,―,―,大阪市西区京町堀１－１１－３０,―,―,０６－６４４６－５９１７,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,土佐堀,２丁目,,江戸堀（えどぼり）,―,―,江戸堀連合会館,―,―,大阪市西区江戸堀３－８－１,―,―,０６－６４４４－１１２２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,土佐堀,３丁目,,江戸堀（えどぼり）,―,―,江戸堀連合会館,―,―,大阪市西区江戸堀３－８－１,―,―,０６－６４４４－１１２２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,１番,靱（うつぼ）,明治（めいじ）,―,靱会館,明治会館,―,大阪市西区靱本町１－９－２５,大阪市西区立売堀２－２－１７,―,０６－６４４７－００２２,０６－６５４１－０６８０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,西本町,１丁目,２番,靱（うつぼ）,明治（めいじ）,―,靱会館,明治会館,―,大阪市西区靱本町１－９－２５,大阪市西区立売堀２－２－１７,―,０６－６４４７－００２２,０６－６５４１－０６８０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,西本町,１丁目,３番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１７,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,４番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１７,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,５番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１７,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,６番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１７,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,７番,靱（うつぼ）,明治（めいじ）,―,靱会館,明治会館,―,大阪市西区靱本町１－９－２５,大阪市西区立売堀２－２－１７,―,０６－６４４７－００２２,０６－６５４１－０６８０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,西本町,１丁目,８番,靱（うつぼ）,明治（めいじ）,―,靱会館,明治会館,―,大阪市西区靱本町１－９－２５,大阪市西区立売堀２－２－１７,―,０６－６４４７－００２２,０６－６５４１－０６８０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,西本町,１丁目,９番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１７,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,１０番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１７,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,１１番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１８,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,１２番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１９,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,１３番,靱（うつぼ）,明治（めいじ）,―,靱会館,明治会館,―,大阪市西区靱本町１－９－２５,大阪市西区立売堀２－２－１７,―,０６－６４４７－００２２,０６－６５４１－０６８０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,西本町,１丁目,１４番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１９,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,１丁目,１５番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１９,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,２丁目,１番,靱（うつぼ）,明治（めいじ）,―,靱会館,明治会館,―,大阪市西区靱本町１－９－２５,大阪市西区立売堀２－２－１７,―,０６－６４４７－００２２,０６－６５４１－０６８０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,西本町,２丁目,２番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１７,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,２丁目,３番,明治（めいじ）,―,―,明治会館,―,―,大阪市西区立売堀２－２－１７,―,―,０６－６５４１－０６８０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,２丁目,４番,靱（うつぼ）,明治（めいじ）,―,靱会館,明治会館,―,大阪市西区靱本町１－９－２５,大阪市西区立売堀２－２－１７,―,０６－６４４７－００２２,０６－６５４１－０６８０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,西本町,２丁目,５番,靱（うつぼ）,広教（こうきょう）,―,靱会館,広教会館,―,大阪市西区靱本町１－９－２５,大阪市西区立売堀４－６－１４,―,０６－６４４７－００２２,０６－６５３４－８６９０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,西本町,２丁目,６番,広教（こうきょう）,―,―,広教会館,―,―,大阪市西区立売堀４－６－１４,―,―,０６－６５３４－８６９０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,西本町,３丁目,１番,靱（うつぼ）,広教（こうきょう）,―,靱会館,広教会館,―,大阪市西区靱本町１－９－２５,大阪市西区立売堀４－６－１４,―,０６－６４４７－００２２,０６－６５３４－８６９０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,本田,１丁目,,本田（ほんでん）,―,―,本田連合会館,―,―,大阪市西区本田３－５－１４,―,―,０６－６５８１－６２９２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,本田,２丁目,,本田（ほんでん）,―,―,本田連合会館,―,―,大阪市西区本田３－５－１４,―,―,０６－６５８１－６２９２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,本田,３丁目,,本田（ほんでん）,―,―,本田連合会館,―,―,大阪市西区本田３－５－１４,―,―,０６－６５８１－６２９２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,本田,４丁目,,本田（ほんでん）,―,―,本田連合会館,―,―,大阪市西区本田３－５－１４,―,―,０６－６５８１－６２９２,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,１番,堀江（ほりえ）,高台（たかきや）,―,堀江会館,高台連合会館,―,大阪市西区南堀江１－１３－２３,大阪市西区南堀江２－８－７,―,０６－６５４３－１０６０,０６－６５３７－５５６０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,南堀江,１丁目,２番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－７,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,３番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－８,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,４番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,５番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１０,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,６番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１１,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,７番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１２,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,８番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１３,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,９番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１４,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,１０番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１５,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,１１番,堀江（ほりえ）,高台（たかきや）,―,堀江会館,高台連合会館,―,大阪市西区南堀江１－１３－２３,大阪市西区南堀江２－８－７,―,０６－６５４３－１０６０,０６－６５３７－５５６０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,南堀江,１丁目,１２番,堀江（ほりえ）,高台（たかきや）,―,堀江会館,高台連合会館,―,大阪市西区南堀江１－１３－２３,大阪市西区南堀江２－８－７,―,０６－６５４３－１０６０,０６－６５３７－５５６０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,南堀江,１丁目,１３番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,１４番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－７,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,１５番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－８,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,１６番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,１７番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１０,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,１８番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１１,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,１９番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１２,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,２０番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１３,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,２１番,堀江（ほりえ）,高台（たかきや）,―,堀江会館,高台連合会館,―,大阪市西区南堀江１－１３－２３,大阪市西区南堀江２－８－７,―,０６－６５４３－１０６０,０６－６５３７－５５６０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,南堀江,１丁目,２２番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,２３番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－７,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,２４番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－８,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,２５番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,２６番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１０,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,１丁目,２７番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１１,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,１番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,２番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－７,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,３番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－８,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,４番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,５番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１０,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,６番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１１,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,７番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１２,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,８番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１３,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,９番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１４,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,１０番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１５,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,１１番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１６,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,１２番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１７,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,２丁目,１３番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,１番,堀江（ほりえ）,高台（たかきや）,―,堀江会館,高台連合会館,―,大阪市西区南堀江１－１３－２３,大阪市西区南堀江２－８－１４,―,０６－６５４３－１０６０,０６－６５３７－５５６０,―,地域の境目のため、対象地域が複数にまたがっています。詳しくは西区役所地域支援課（０６－６５３２－９７３４）までお問い合わせください。
西区,南堀江,３丁目,２番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１４,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,３番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１５,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,４番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１６,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,５番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１７,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,６番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１８,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,７番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,８番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－２０,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,９番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－２１,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,１０番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－２２,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,１１番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,１２番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,１３番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,１４番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,１５番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,１６番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,３丁目,１７番,高台（たかきや）,―,―,高台連合会館,―,―,大阪市西区南堀江２－８－１９,―,―,０６－６５３７－５５６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,１番,堀江（ほりえ）,―,―,堀江会館,―,―,大阪市西区南堀江１－１３－２３,―,―,０６－６５４３－１０６０,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,２番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,３番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,４番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,５番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,６番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,７番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
西区,南堀江,４丁目,８番,日吉（ひよし）,―,―,日吉会館,―,―,大阪市西区南堀江４－２２－８,―,―,０６－６５３４－０８０３,―,―,時間帯によっては、電話が繋がらない場合もありますので、ご了承頂きますようお願い致します。
